Symbol,National Common Name,Family,Author
3058,2,47,1229
3058,2,47,1229
3058,2,47,982
3058,2,47,1229
3058,2,47,1229
3058,2,47,982
3058,2,47,1229
3058,2,47,82
3058,2,47,82
3059,2325,16,889
3060,2326,21,36
3061,2326,21,1369
3061,2,21,1370
3061,2,21,58
3061,2,21,1275
3062,2327,16,152
3063,2328,16,152
3063,2,16,14
3063,2,16,102
3064,2329,16,156
3064,2,16,38
3065,2330,16,147
3066,2330,16,1371
3066,2,16,147
3066,2,16,54
3067,2331,16,1372
3067,2,16,102
3067,2,16,147
3068,2332,16,147
3069,2332,16,1373
3070,2333,105,242
3071,2333,105,635
3071,2,105,63
3071,2,105,1123
3071,2,105,255
3072,2334,16,147
3073,2335,16,889
3073,2,16,38
3074,2336,3,36
3075,2337,18,465
3075,2,18,142
3075,2,18,36
3075,2,18,275
3076,2338,16,147
3076,2,16,5
3076,2,16,238
3076,2,16,40
3076,2,16,122
3076,2,16,25
3077,2339,16,60
3078,2340,57,1021
3079,2341,105,25
3079,2,105,250
3080,2342,105,36
3081,2343,16,156
3081,2,16,38
3081,2,16,38
3081,2,16,147
3081,2,16,889
3081,2,16,38
3081,2,16,4
3082,2344,16,147
3082,2,16,5
3083,2345,3,36
3084,2346,3,105
3084,2,3,18
3084,2,3,18
3085,2347,3,1374
3085,2,3,142
3085,2,3,46
3085,2,3,1375
3085,2,3,58
3085,2,3,1374
3085,2,3,82
3085,2,3,1376
3086,2345,3,1377
3086,2,3,1378
3086,2,3,1379
3087,2348,57,94
3087,2,57,264
3087,2,57,179
3088,2349,47,36
3089,2350,16,156
3090,2349,47,58
3091,2350,16,537
3091,2,16,147
3091,2,16,102
3092,2321,47,1380
3093,2321,47,1381
3094,2351,105,36
3094,2,105,256
3094,2,105,816
3095,2352,21,82
3095,2,21,36
3095,2,21,68
3096,2353,21,36
3097,2354,21,42
3097,2,21,25
3098,2355,46,36
3098,2,46,73
3098,2,46,259
3098,2,46,279
3099,2356,21,1382
3099,2,21,141
3099,2,21,6
3099,2,21,141
3099,2,21,141
3099,2,21,141
3099,2,21,141
3099,2,21,141
3099,2,21,233
3099,2,21,141
3099,2,21,141
3099,2,21,141
3099,2,21,141
3099,2,21,141
3099,2,21,141
3099,2,21,141
3099,2,21,141
3099,2,21,141
3099,2,21,6
3099,2,21,6
3099,2,21,141
3099,2,21,141
3099,2,21,6
3099,2,21,141
3099,2,21,141
3100,2357,21,42
3100,2,21,387
3101,2358,18,36
3102,2359,21,124
3103,2359,21,1383
3103,2,21,23
3103,2,21,219
3103,2,21,43
3103,2,21,8
3103,2,21,141
3103,2,21,122
3103,2,21,25
3103,2,21,23
3104,2359,21,1383
3105,2359,21,1384
3105,2,21,42
3106,2359,21,67
3106,2,21,233
3106,2,21,1385
3106,2,21,141
3106,2,21,141
3106,2,21,141
3106,2,21,141
3106,2,21,14
3106,2,21,141
3106,2,21,141
3106,2,21,141
3106,2,21,809
3106,2,21,25
3106,2,21,141
3106,2,21,6
3106,2,21,195
3106,2,21,257
3107,2359,21,1384
3107,2,21,302
3108,2359,21,1385
3108,2,21,302
3108,2,21,141
3108,2,21,42
3109,2359,21,1385
3109,2,21,42
3109,2,21,387
3109,2,21,302
3109,2,21,6
3109,2,21,141
3110,2360,21,42
3111,2360,21,1385
3111,2,21,42
3111,2,21,6
3111,2,21,42
3112,2360,21,1386
3112,2,21,42
3112,2,21,42
3113,2361,21,23
3113,2,21,219
3113,2,21,6
3114,2362,21,226
3115,2363,21,14
3116,2364,21,1387
3116,2,21,42
3116,2,21,23
3116,2,21,63
3116,2,21,302
3116,2,21,25
3116,2,21,42
3116,2,21,5
3117,2363,21,1388
3117,2,21,920
3117,2,21,141
3118,2362,21,1389
3118,2,21,387
3118,2,21,387
3118,2,21,6
3118,2,21,141
3118,2,21,302
3118,2,21,141
3118,2,21,23
3118,2,21,28
3118,2,21,23
3118,2,21,141
3118,2,21,196
3118,2,21,141
3118,2,21,194
3119,2365,21,1390
3119,2,21,141
3119,2,21,23
3119,2,21,71
3119,2,21,1391
3119,2,21,141
3119,2,21,219
3120,2366,101,479
3120,2,101,504
3120,2,101,1286
3120,2,101,23
3120,2,101,23
3120,2,101,85
3120,2,101,504
3120,2,101,1286
3121,2367,21,419
3121,2,21,389
3122,2368,21,6
3122,2,21,71
3123,2369,46,36
3124,2370,101,479
3124,2,101,1281
3125,2371,21,23
3126,2371,21,141
3127,2371,21,1392
3127,2,21,42
3127,2,21,23
3128,2372,21,809
3129,2373,101,166
3130,2373,101,1393
3130,2,101,6
3130,2,101,1286
3130,2,101,197
3130,2,101,4
3130,2,101,197
3130,2,101,189
3130,2,101,58
3130,2,101,94
3131,2374,18,36
3132,2370,101,465
3132,2,101,199
3132,2,101,139
3132,2,101,496
3132,2,101,465
3132,2,101,1394
3132,2,101,1286
3133,2375,21,238
3134,2375,21,1384
3134,2,21,42
3135,2375,21,1384
3135,2,21,387
3135,2,21,419
3136,2375,21,1384
3137,2375,21,1395
3137,2,21,389
3137,2,21,42
3137,2,21,42
3138,2375,21,1396
3138,2,21,141
3138,2,21,1387
3138,2,21,71
3139,2376,21,36
3140,2377,21,23
3140,2,21,6
3140,2,21,23
3141,2378,21,5
3141,2,21,141
3141,2,21,1387
3141,2,21,141
3142,2379,21,124
3143,2380,21,1385
3143,2,21,219
3143,2,21,141
3144,2379,21,1397
3145,2379,21,1385
3145,2,21,122
3145,2,21,302
3145,2,21,6
3146,2381,21,124
3147,2381,21,141
3147,2,21,141
3147,2,21,6
3147,2,21,141
3147,2,21,4
3147,2,21,141
3147,2,21,141
3148,2381,21,1398
3149,2381,21,1398
3149,2,21,141
3149,2,21,141
3149,2,21,219
3149,2,21,141
3149,2,21,141
3149,2,21,6
3149,2,21,1399
3150,2382,101,58
3150,2,101,112
3150,2,101,257
3151,2383,101,41
3152,2384,21,23
3153,2384,21,1400
3153,2,21,141
3153,2,21,6
3153,2,21,141
3153,2,21,6
3153,2,21,4
3153,2,21,387
3153,2,21,223
3154,2385,101,58
3155,2386,26,124
3156,2386,26,1030
3156,2,26,52
3157,2387,12,753
3157,2,12,1401
3157,2,12,94
3157,2,12,559
3158,2388,95,36
3158,2,95,74
3158,2,95,85
3158,2,95,94
3158,2,95,131
3158,2,95,465
3158,2,95,1402
3158,2,95,1403
3159,2389,8,1404
3159,2,8,302
3160,2390,12,42
3160,2,12,194
3160,2,12,85
3160,2,12,25
3161,2391,51,36
3161,2,51,9
3161,2,51,1193
3162,2392,13,36
3163,2393,27,36
3163,2,27,1405
3163,2,27,42
3164,2394,51,36
3165,2395,13,1406
3165,2,13,36
3165,2,13,1407
3165,2,13,1408
3166,2017,95,36
3167,2396,12,36
3168,2397,3,221
3169,2398,8,1404
3169,2,8,302
3170,2399,8,195
3171,2400,8,25
3171,2,8,14
3171,2,8,293
3172,2401,8,8
3173,2402,27,36
3174,2403,51,1409
3175,2403,51,1410
3176,2404,3,221
3177,2405,26,36
3177,2,26,1411
3177,2,26,58
3177,2,26,58
3178,2406,3,1079
3178,2,3,14
3179,2407,27,36
3180,2408,27,36
3180,2,27,1412
3181,2409,26,36
3182,2410,12,139
3183,2410,12,1413
3183,2,12,249
3184,2411,27,36
3185,2412,18,274
3186,2413,8,42
3186,2,8,131
3187,2413,8,502
3187,2,8,222
3187,2,8,25
3187,2,8,25
3187,2,8,222
3187,2,8,7
3187,2,8,7
3187,2,8,42
3187,2,8,6
3188,2413,8,148
3188,2,8,302
3188,2,8,42
3189,2414,48,94
3189,2,48,74
3189,2,48,623
3190,2415,8,25
3191,2415,8,148
3191,2,8,7
3191,2,8,42
3191,2,8,42
3192,2415,8,148
3192,2,8,196
3192,2,8,222
3192,2,8,302
3192,2,8,42
3192,2,8,4
3192,2,8,42
3193,2415,8,444
3194,2415,8,444
3194,2,8,124
3194,2,8,25
3194,2,8,40
3194,2,8,222
3194,2,8,102
3194,2,8,102
3194,2,8,14
3194,2,8,14
3194,2,8,14
3194,2,8,14
3194,2,8,7
3194,2,8,25
3194,2,8,67
3194,2,8,40
3194,2,8,42
3194,2,8,6
3194,2,8,42
3194,2,8,4
3194,2,8,6
3194,2,8,192
3194,2,8,42
3194,2,8,4
3194,2,8,1120
3194,2,8,42
3194,2,8,4
3194,2,8,6
3194,2,8,57
3194,2,8,57
3194,2,8,57
3194,2,8,124
3194,2,8,42
3194,2,8,4
3194,2,8,42
3195,2415,8,148
3196,2415,8,25
3196,2,8,778
3196,2,8,25
3196,2,8,6
3196,2,8,42
3197,2416,8,868
3198,2417,110,14
3199,2418,8,121
3200,2419,8,131
3201,2418,8,1414
3201,2,8,25
3201,2,8,42
3201,2,8,67
3201,2,8,131
3201,2,8,6
3202,2420,8,58
3202,2,8,181
3202,2,8,6
3202,2,8,14
3202,2,8,14
3202,2,8,169
3202,2,8,36
3202,2,8,124
3202,2,8,8
3203,2421,8,1415
3204,2422,42,361
3204,2,42,43
3204,2,42,279
3204,2,42,1416
3204,2,42,6
3205,2423,8,8
3206,2424,8,210
3206,2,8,14
3206,2,8,25
3206,2,8,1379
3206,2,8,4
3207,2425,8,210
3208,2425,8,1417
3208,2,8,14
3208,2,8,25
3208,2,8,73
3209,2426,42,361
3209,2,42,346
3210,2427,73,1418
3211,2427,73,1419
3211,2,73,454
3211,2,73,287
3212,604,42,14
3213,2428,17,1420
3214,2429,8,58
3215,2430,48,526
3216,2431,18,274
3217,2432,2,1421
3217,2,2,25
3217,2,2,765
3217,2,2,765
3218,2433,14,9
3219,2434,2,36
3220,2434,2,109
3221,2435,73,793
3222,2436,2,349
3222,2,2,36
3223,2437,8,25
3223,2,8,868
3223,2,8,222
3223,2,8,7
3224,2438,2,36
3225,2439,8,210
3225,2,8,131
3226,2440,8,131
3227,2439,8,131
3227,2,8,751
3227,2,8,222
3227,2,8,6
3227,2,8,4
3228,2439,8,1151
3229,2440,8,131
3229,2,8,102
3230,2439,8,1151
3230,2,8,42
3230,2,8,112
3230,2,8,14
3230,2,8,8
3230,2,8,42
3230,2,8,42
3230,2,8,42
3230,2,8,25
3230,2,8,58
3230,2,8,751
3230,2,8,751
3230,2,8,751
3230,2,8,25
3230,2,8,25
3230,2,8,222
3230,2,8,1379
3230,2,8,210
3230,2,8,210
3230,2,8,210
3230,2,8,210
3230,2,8,6
3230,2,8,162
3230,2,8,7
3230,2,8,162
3230,2,8,6
3230,2,8,6
3230,2,8,6
3230,2,8,7
3230,2,8,14
3231,2441,110,224
3231,2,110,281
3231,2,110,60
3232,2442,14,9
3232,2,14,153
3232,2,14,1138
3232,2,14,1138
3232,2,14,224
3232,2,14,9
3232,2,14,1422
3232,2,14,375
3233,2443,17,83
3234,2443,17,1423
3234,2,17,38
3234,2,17,67
3234,2,17,14
3234,2,17,156
3234,2,17,18
3234,2,17,18
3234,2,17,23
3234,2,17,165
3234,2,17,79
3234,2,17,18
3234,2,17,42
3234,2,17,208
3235,2444,42,195
3235,2,42,743
3235,2,42,301
3235,2,42,42
3235,2,42,809
3235,2,42,1424
3235,2,42,196
3235,2,42,361
3235,2,42,208
3235,2,42,219
3235,2,42,63
3236,2445,12,36
3237,2446,111,36
3238,2447,2,1425
3238,2,2,25
3238,2,2,295
3238,2,2,6
3239,2448,8,25
3239,2,8,14
3240,2449,17,83
3240,2,17,36
3240,2,17,1426
3240,2,17,740
3240,2,17,66
3240,2,17,198
3240,2,17,65
3240,2,17,165
3240,2,17,886
3240,2,17,6
3240,2,17,42
3240,2,17,1345
3241,2450,2,36
3241,2,2,36
3241,2,2,235
3241,2,2,105
3242,2451,8,868
3242,2,8,221
3242,2,8,4
3242,2,8,42
3243,2452,8,25
3243,2,8,824
3244,2453,8,36
3245,2454,2,36
3245,2,2,36
3245,2,2,36
3246,2455,111,1427
3246,2,111,449
3246,2,111,329
3246,2,111,1021
3246,2,111,1021
3246,2,111,1021
3246,2,111,35
3246,2,111,1428
3246,2,111,740
3247,2445,12,36
3248,2456,112,25
3248,2,112,6
3248,2,112,6
3248,2,112,79
3248,2,112,1113
3248,2,112,79
3248,2,112,1429
3248,2,112,1430
3248,2,112,28
3249,2457,25,195
3250,2458,12,36
3250,2,12,81
3250,2,12,1143
3250,2,12,1143
3250,2,12,112
3250,2,12,94
3250,2,12,40
3250,2,12,249
3250,2,12,1231
3250,2,12,36
3250,2,12,36
3250,2,12,6
3250,2,12,6
3251,2459,112,1113
3251,2,112,38
3252,2460,25,42
3252,2,25,824
3252,2,25,203
3252,2,25,824
3253,2461,25,23
3254,2462,3,353
3254,2,3,38
3254,2,3,40
3254,2,3,40
3254,2,3,1431
3254,2,3,62
3254,2,3,55
3255,2463,112,190
3255,2,112,42
3255,2,112,42
3256,2464,25,195
3257,2464,25,1432
3257,2,25,824
3257,2,25,419
3257,2,25,43
3258,2465,112,1433
3258,2,112,38
3259,2466,112,1429
3259,2,112,42
3260,2467,112,42
3260,2,112,42
3261,2468,112,23
3262,2469,21,36
3263,2470,112,156
3264,2468,112,1434
3264,2,112,963
3265,2468,112,156
3266,2471,25,219
3267,2472,112,1113
3268,2473,25,6
3269,2472,112,338
3269,2,112,121
3269,2,112,38
3269,2,112,1435
3269,2,112,6
3270,2474,112,1113
3270,2,112,7
3271,2475,112,25
3272,2476,25,58
3273,2476,25,4
3274,2476,25,302
3274,2,25,824
3275,2476,25,787
3275,2,25,42
3276,2475,112,1436
3276,2,112,156
3276,2,112,42
3277,2477,8,36
3278,2476,25,63
3279,2478,8,25
3280,2479,3,36
3281,2480,21,9
3282,2481,21,36
3282,2,21,105
3282,2,21,1437
3283,2482,112,1433
3283,2,112,121
3284,2483,112,963
3284,2,112,963
3285,2484,112,1113
3286,2485,112,25
3287,2484,112,1438
3287,2,112,121
3288,2485,112,1219
3288,2,112,1429
3288,2,112,42
3289,2486,112,273
3290,2487,3,40
3291,2488,88,1439
3292,2489,12,36
3293,2490,112,36
3294,2491,112,25
3295,2491,112,1190
3295,2,112,42
3296,2491,112,41
3296,2,112,1302
3296,2,112,42
3297,2492,113,36
3298,2493,25,195
3298,2,25,42
3298,2,25,824
3298,2,25,40
3298,2,25,42
3298,2,25,25
3298,2,25,842
3298,2,25,824
3298,2,25,4
3298,2,25,824
3298,2,25,824
3298,2,25,1440
3298,2,25,824
3298,2,25,23
3298,2,25,6
3298,2,25,156
3298,2,25,4
3298,2,25,824
3298,2,25,824
3298,2,25,156
3298,2,25,824
3299,2480,21,142
3299,2,21,281
3299,2,21,27
3299,2,21,1441
3299,2,21,349
3299,2,21,58
3299,2,21,1442
3299,2,21,421
3300,2494,112,689
3301,2495,12,1443
3301,2,12,249
3301,2,12,36
3301,2,12,54
3302,2496,3,69
3303,2496,3,1359
3304,2497,112,196
3304,2,112,42
3305,2498,112,25
3306,2498,112,1444
3306,2,112,1113
3307,2499,112,1445
3307,2,112,38
3308,2500,25,117
3309,2501,112,346
3309,2,112,41
3309,2,112,6
3310,2469,21,36
3311,2469,21,679
3311,2,21,140
3311,2,21,1378
3311,2,21,1446
3312,2502,88,25
3312,2,88,25
3312,2,88,259
3312,2,88,259
3312,2,88,259
3312,2,88,25
3313,2503,112,326
3313,2,112,764
3314,2504,3,69
3314,2,3,38
3314,2,3,18
3315,2505,12,36
3315,2,12,1306
3315,2,12,143
3315,2,12,857
3315,2,12,760
3315,2,12,36
3315,2,12,1268
3315,2,12,36
3315,2,12,36
3316,2506,112,121
3316,2,112,42
3317,2507,3,69
3318,2507,3,1447
3318,2,3,65
3319,2492,113,36
3319,2,113,60
3320,2508,0,1448
3320,2,0,154
3320,2,0,6
3320,2,0,7
3320,2,0,7
3320,2,0,7
3320,2,0,391
3320,2,0,7
3320,2,0,210
3320,2,0,1448
3320,2,0,7
3320,2,0,210
3320,2,0,210
3320,2,0,7
3320,2,0,1448
3320,2,0,7
3320,2,0,1448
3320,2,0,203
3320,2,0,10
3320,2,0,391
3320,2,0,567
3320,2,0,7
3320,2,0,391
3321,2509,0,1449
3321,2,0,23
3321,2,0,169
3322,2510,21,25
3323,2511,11,199
3323,2,11,42
3323,2,11,122
3324,2512,0,7
3324,2,0,162
3324,2,0,391
3325,2513,20,42
3326,2514,8,195
3327,2515,0,7
3327,2,0,7
3327,2,0,302
3327,2,0,47
3328,2516,11,6
3328,2,11,249
3329,2517,13,1450
3329,2,13,74
3329,2,13,484
3329,2,13,243
3329,2,13,557
3329,2,13,293
3329,2,13,293
3329,2,13,293
3329,2,13,484
3329,2,13,302
3329,2,13,1450
3329,2,13,85
3330,2518,11,809
3330,2,11,662
3330,2,11,791
3330,2,11,183
3330,2,11,183
3330,2,11,183
3330,2,11,42
3330,2,11,4
3330,2,11,144
3330,2,11,249
3330,2,11,249
3330,2,11,218
3330,2,11,144
3330,2,11,144
3331,2519,11,38
3332,2520,11,221
3333,2521,0,7
3333,2,0,7
3333,2,0,7
3333,2,0,7
3333,2,0,112
3333,2,0,7
3333,2,0,210
3333,2,0,7
3333,2,0,391
3333,2,0,391
3333,2,0,23
3334,2520,11,1451
3334,2,11,144
3334,2,11,144
3334,2,11,25
3335,2522,11,25
3335,2,11,43
3335,2,11,183
3335,2,11,42
3335,2,11,249
3335,2,11,249
3335,2,11,249
3336,2523,20,42
3337,2523,20,102
3337,2,20,79
3337,2,20,171
3337,2,20,42
3337,2,20,42
3337,2,20,482
3337,2,20,18
3338,2524,11,58
3338,2,11,42
3338,2,11,662
3338,2,11,585
3338,2,11,42
3338,2,11,42
3338,2,11,42
3338,2,11,218
3338,2,11,42
3338,2,11,25
3338,2,11,42
3338,2,11,111
3338,2,11,219
3338,2,11,144
3338,2,11,279
3338,2,11,90
3338,2,11,144
3338,2,11,279
3338,2,11,144
3338,2,11,183
3338,2,11,183
3338,2,11,183
3338,2,11,1452
3338,2,11,42
3338,2,11,183
3338,2,11,42
3338,2,11,62
3338,2,11,62
3338,2,11,62
3338,2,11,122
3338,2,11,183
3338,2,11,42
3338,2,11,111
3338,2,11,42
3338,2,11,42
3338,2,11,122
3338,2,11,122
3338,2,11,42
3338,2,11,122
3338,2,11,183
3338,2,11,156
3338,2,11,676
3338,2,11,122
3338,2,11,42
3338,2,11,62
3338,2,11,42
3338,2,11,25
3338,2,11,25
3338,2,11,249
3338,2,11,144
3338,2,11,42
3338,2,11,219
3338,2,11,249
3338,2,11,42
3338,2,11,183
3338,2,11,42
3338,2,11,144
3338,2,11,42
3338,2,11,42
3338,2,11,42
3338,2,11,42
3338,2,11,6
3338,2,11,662
3338,2,11,14
3338,2,11,8
3338,2,11,1453
3338,2,11,42
3338,2,11,25
3338,2,11,4
3338,2,11,144
3339,2525,0,407
3339,2,0,124
3339,2,0,10
3340,2526,11,124
3341,2527,0,1448
3341,2,0,242
3341,2,0,7
3341,2,0,124
3341,2,0,14
3341,2,0,764
3341,2,0,798
3341,2,0,7
3341,2,0,18
3341,2,0,7
3341,2,0,1454
3341,2,0,1448
3341,2,0,10
3341,2,0,10
3341,2,0,1262
3341,2,0,7
3341,2,0,7
3341,2,0,127
3341,2,0,170
3342,2528,13,247
3342,2,13,38
3342,2,13,4
3343,2529,0,926
3343,2,0,7
3344,2530,11,809
3345,2530,11,1455
3346,2531,21,36
3347,2532,0,25
3348,2532,0,156
3348,2,0,38
3349,2533,11,36
3350,2532,0,1219
3350,2,0,121
3350,2,0,43
3351,2534,11,238
3351,2,11,6
3352,2534,11,1456
3352,2,11,42
3352,2,11,406
3352,2,11,249
3352,2,11,183
3352,2,11,144
3352,2,11,758
3352,2,11,1457
3353,2535,8,1153
3353,2,8,42
3353,2,8,8
3353,2,8,62
3354,2536,13,1143
3355,2537,21,148
3355,2,21,147
3355,2,21,387
3355,2,21,7
3356,2538,13,36
3357,2536,13,1221
3357,2,13,219
3357,2,13,45
3357,2,13,14
3357,2,13,1458
3357,2,13,38
3358,2539,0,407
3358,2,0,139
3358,2,0,210
3358,2,0,10
3359,2540,13,247
3359,2,13,6
3359,2,13,94
3359,2,13,243
3359,2,13,74
3359,2,13,247
3360,2541,0,25
3360,2,0,6
3361,2542,61,8
3361,2,61,6
3362,2529,0,36
3363,2543,11,36
3364,2543,11,1459
3364,2,11,42
3364,2,11,648
3364,2,11,65
3364,2,11,183
3365,2544,0,7
3365,2,0,42
3365,2,0,7
3366,2545,11,25
3366,2,11,6
3367,2546,13,1460
3367,2,13,255
3367,2,13,1460
3367,2,13,94
3367,2,13,23
3367,2,13,85
3367,2,13,487
3368,2547,21,148
3368,2,21,73
3368,2,21,148
3368,2,21,387
3368,2,21,7
3368,2,21,7
3369,2548,3,1461
3370,2549,3,1461
3370,2,3,531
3370,2,3,71
3370,2,3,1462
3370,2,3,547
3370,2,3,547
3371,2550,61,40
3372,2551,13,1460
3372,2,13,487
3373,2552,61,1226
3373,2,61,40
3374,2553,11,25
3375,2554,61,36
3376,2555,11,163
3377,2555,11,1463
3377,2,11,183
3377,2,11,42
3377,2,11,63
3377,2,11,42
3377,2,11,42
3377,2,11,4
3377,2,11,42
3377,2,11,183
3377,2,11,42
3378,2556,110,36
3378,2,110,816
3378,2,110,290
3378,2,110,36
3379,2557,62,42
3379,2,62,242
3379,2,62,6
3380,296,13,36
3381,2558,12,36
3382,2558,12,1464
3383,2559,12,94
3383,2,12,336
3384,2560,12,42
3384,2,12,1465
3384,2,12,1465
3384,2,12,79
3384,2,12,122
3385,2561,114,36
3385,2,114,162
3385,2,114,111
3385,2,114,529
3385,2,114,14
3385,2,114,6
3385,2,114,650
3385,2,114,281
3385,2,114,251
3385,2,114,1466
3385,2,114,47
3385,2,114,65
3385,2,114,139
3385,2,114,85
3386,2562,13,484
3386,2,13,36
3386,2,13,79
3386,2,13,79
3387,2563,115,36
3388,2564,13,484
3388,2,13,8
3389,2565,12,36
3390,2566,12,249
3391,2567,60,25
3392,2086,39,478
3393,2568,114,36
3394,2569,62,36
3395,2570,39,42
3396,2571,12,14
3397,2572,39,23
3398,2573,110,36
3399,2567,60,25
3399,2,60,90
3399,2,60,222
3399,2,60,36
3400,2574,115,36
3400,2,115,290
3401,2575,3,71
3401,2,3,249
3402,2576,3,71
3403,2577,3,567
3404,2578,3,538
3404,2,3,868
3405,2579,3,400
3406,2580,3,6
3406,2,3,5
3407,2581,3,69
3408,2582,16,60
3408,2,16,281
3409,2582,16,1467
3410,2583,16,889
3410,2,16,14
3410,2,16,14
3410,2,16,281
3411,2584,3,55
3412,2585,3,6
3412,2,3,239
3412,2,3,79
3412,2,3,6
3413,2586,3,110
3413,2,3,397
3413,2,3,18
3414,2587,3,236
3415,2588,3,110
3415,2,3,36
3415,2,3,43
3415,2,3,110
3415,2,3,69
3415,2,3,69
3415,2,3,69
3416,2589,3,138
3416,2,3,55
3417,2590,3,71
3417,2,3,245
3418,2591,3,813
3418,2,3,68
3419,2592,3,567
3420,2593,3,547
3421,2594,3,694
3422,2595,3,423
3422,2,3,139
3423,2596,3,138
3423,2,3,6
3423,2,3,221
3424,2597,3,71
3425,2598,3,6
3425,2,3,6
3426,2599,3,1171
3426,2,3,69
3426,2,3,69
3427,2600,16,60
3428,2591,3,43
3428,2,3,68
3428,2,3,68
3428,2,3,547
3429,2601,16,147
3429,2,16,38
3429,2,16,281
3430,2602,3,6
3431,2603,3,691
3431,2,3,43
3432,2604,3,353
3433,2605,6,269
3434,2605,6,1468
3434,2,6,249
3434,2,6,18
3435,2605,6,1469
3435,2,6,1108
3435,2,6,1452
3436,2606,25,1470
3436,2,25,1471
3436,2,25,1472
3436,2,25,375
3437,2607,6,23
3438,2608,6,36
3438,2,6,194
3438,2,6,111
3438,2,6,194
3438,2,6,1452
3438,2,6,194
3438,2,6,194
3438,2,6,42
3438,2,6,18
3438,2,6,25
3438,2,6,233
3439,2609,6,196
3439,2,6,7
3440,2610,25,36
3441,2087,6,36
3442,2611,116,36
3443,2612,25,36
3443,2,25,326
3444,2613,116,1473
3444,2,116,94
3444,2,116,74
3444,2,116,94
3444,2,116,85
3444,2,116,131
3444,2,116,459
3444,2,116,122
3444,2,116,131
3445,2614,116,36
3446,2615,116,36
3446,2,116,375
3446,2,116,349
3446,2,116,349
3447,2616,20,42
3448,2617,79,15
3449,2618,79,71
3450,2619,79,862
3450,2,79,1474
3451,2620,20,1475
3452,2621,117,757
3453,2621,117,1476
3453,2,117,242
3454,2622,79,25
3454,2,79,86
3454,2,79,171
3454,2,79,122
3454,2,79,71
3454,2,79,86
3455,2623,20,8
3456,2624,20,1264
3456,2,20,79
3456,2,20,171
3456,2,20,218
3457,2625,117,36
3458,2626,20,249
3459,2627,20,1264
3459,2,20,14
3460,2628,79,36
3461,2629,18,274
3461,2,18,1477
3461,2,18,375
3461,2,18,723
3461,2,18,36
3462,2630,79,111
3463,2631,20,1478
3464,2632,20,35
3465,2633,20,1479
3465,2,20,5
3465,2,20,1479
3466,24,3,465
3467,2634,18,275
3468,2635,20,483
3469,2636,3,30
3469,2,3,110
3470,2637,79,25
3471,2638,12,36
3472,2639,18,1480
3472,2,18,73
3472,2,18,6
3472,2,18,127
3472,2,18,335
3472,2,18,312
3472,2,18,1110
3472,2,18,1110
3472,2,18,1110
3472,2,18,85
3472,2,18,312
3472,2,18,18
3472,2,18,18
3472,2,18,18
3472,2,18,18
3472,2,18,94
3472,2,18,94
3472,2,18,18
3472,2,18,1481
3472,2,18,1481
3472,2,18,335
3472,2,18,335
3472,2,18,94
3472,2,18,6
3472,2,18,6
3472,2,18,479
3472,2,18,74
3472,2,18,421
3472,2,18,335
3473,2640,16,889
3473,2,16,38
3474,2641,79,14
3475,2642,16,889
3476,2643,18,1480
3477,2638,12,36
3478,2644,51,23
3479,2645,51,277
3480,2646,51,36
3481,2647,51,187
3481,2,51,36
3481,2,51,28
3482,2648,18,77
3483,2649,8,42
3483,2,8,60
3483,2,8,1153
3484,2650,18,468
3485,2651,18,375
3485,2,18,468
3485,2,18,1482
3485,2,18,36
3485,2,18,4
3485,2,18,4
3485,2,18,58
3485,2,18,293
3485,2,18,71
3485,2,18,71
3485,2,18,293
3485,2,18,4
3485,2,18,419
3485,2,18,419
3485,2,18,5
3485,2,18,36
3485,2,18,1329
3486,2652,17,712
3487,2653,17,139
3488,2654,9,437
3488,2,9,1466
3488,2,9,322
3489,2655,17,23
3489,2,17,712
3489,2,17,203
3490,2656,9,275
3491,2657,8,42
3492,2658,118,141
3493,2659,118,547
3493,2,118,287
3493,2,118,42
3493,2,118,94
3494,2660,118,141
3495,2661,11,1483
3495,2,11,144
3495,2,11,368
3496,2296,11,1483
3497,2662,118,36
3498,2663,118,274
3499,2663,118,1484
3499,2,118,162
3499,2,118,1485
3499,2,118,229
3499,2,118,68
3499,2,118,58
3499,2,118,1486
3499,2,118,355
3499,2,118,689
3499,2,118,124
3499,2,118,94
3499,2,118,976
3499,2,118,68
3500,2664,46,93
3500,2,46,302
3501,2665,46,124
3501,2,46,73
3501,2,46,86
3502,2666,46,14
3502,2,46,281
3503,2667,46,1063
3503,2,46,4
3504,2666,46,1487
3504,2,46,279
3504,2,46,279
3504,2,46,1043
3504,2,46,279
3504,2,46,281
3504,2,46,281
3504,2,46,281
3504,2,46,281
3504,2,46,281
3504,2,46,1488
3504,2,46,281
3504,2,46,4
3505,2666,46,93
3505,2,46,279
3505,2,46,279
3505,2,46,279
3505,2,46,102
3505,2,46,281
3505,2,46,281
3505,2,46,281
3505,2,46,281
3505,2,46,281
3506,2666,46,279
3506,2,46,279
3506,2,46,281
3506,2,46,281
3507,2668,46,1489
3507,2,46,102
3507,2,46,281
3507,2,46,281
3508,2669,46,584
3508,2,46,7
3508,2,46,43
3509,2669,46,840
3509,2,46,910
3509,2,46,279
3509,2,46,279
3510,2670,46,584
3510,2,46,346
3511,2671,46,25
3511,2,46,73
3512,2672,46,1490
3512,2,46,1491
3512,2,46,279
3513,2673,46,584
3513,2,46,1492
3513,2,46,279
