Symbol,National Common Name,Family,Author
1474,1144,14,36
1474,2,14,187
1474,2,14,812
1474,2,14,215
1475,1145,11,809
1475,2,11,124
1475,2,11,25
1475,2,11,40
1476,1146,14,43
1477,1147,11,249
1477,2,11,144
1477,2,11,156
1478,1148,48,813
1478,2,48,68
1479,1149,11,249
1480,1150,8,36
1481,1123,39,36
1482,1151,67,36
1483,1152,66,58
1484,1153,22,36
1485,1154,16,147
1486,1155,67,36
1487,1155,67,814
1487,2,67,194
1487,2,67,815
1487,2,67,18
1487,2,67,18
1487,2,67,816
1487,2,67,817
1487,2,67,4
1487,2,67,818
1487,2,67,443
1487,2,67,79
1487,2,67,139
1487,2,67,819
1487,2,67,224
1487,2,67,79
1487,2,67,820
1487,2,67,6
1487,2,67,468
1487,2,67,6
1488,1156,8,188
1489,1157,48,809
1489,2,48,281
1490,1157,48,821
1490,2,48,6
1490,2,48,822
1490,2,48,823
1490,2,48,281
1490,2,48,281
1490,2,48,281
1490,2,48,281
1491,1158,48,824
1491,2,48,23
1491,2,48,281
1491,2,48,281
1492,1159,8,14
1493,1159,8,825
1493,2,8,25
1493,2,8,206
1493,2,8,501
1494,1160,14,27
1494,2,14,826
1494,2,14,456
1494,2,14,827
1495,1161,48,828
1495,2,48,28
1495,2,48,94
1495,2,48,28
1495,2,48,281
1495,2,48,281
1496,1133,69,14
1497,1162,69,829
1497,2,69,58
1497,2,69,43
1497,2,69,5
1498,1163,39,6
1498,2,39,6
1498,2,39,18
1498,2,39,156
1499,1164,39,803
1500,1165,61,6
1501,1166,48,830
1501,2,48,281
1502,1167,11,25
1503,1167,11,831
1503,2,11,47
1504,1168,8,14
1505,1169,9,275
1505,2,9,85
1506,1168,8,832
1506,2,8,607
1506,2,8,38
1507,1168,8,607
1507,2,8,38
1508,1170,3,478
1508,2,3,201
1508,2,3,627
1509,1171,25,42
1510,1172,25,419
1510,2,25,196
1511,1173,70,36
1512,1174,8,219
1513,1175,14,36
1514,1174,8,833
1514,2,8,38
1514,2,8,607
1514,2,8,18
1514,2,8,38
1515,1176,25,419
1515,2,25,42
1516,1177,25,419
1516,2,25,121
1517,1178,8,349
1518,1179,25,419
1518,2,25,4
1519,1180,25,419
1519,2,25,4
1520,1181,25,419
1520,2,25,419
1520,2,25,419
1520,2,25,18
1520,2,25,419
1520,2,25,196
1520,2,25,177
1520,2,25,196
1520,2,25,171
1521,1182,14,834
1522,1183,14,835
1522,2,14,72
1522,2,14,72
1522,2,14,205
1522,2,14,836
1522,2,14,837
1522,2,14,837
1522,2,14,205
1522,2,14,72
1522,2,14,72
1522,2,14,194
1522,2,14,67
1522,2,14,838
1522,2,14,72
1522,2,14,837
1522,2,14,837
1522,2,14,205
1522,2,14,72
1522,2,14,72
1522,2,14,72
1522,2,14,837
1522,2,14,837
1522,2,14,72
1522,2,14,72
1522,2,14,839
1522,2,14,72
1522,2,14,205
1522,2,14,72
1523,1184,25,203
1524,1185,25,102
1525,1185,25,840
1525,2,25,419
1525,2,25,419
1525,2,25,86
1526,1184,25,841
1526,2,25,203
1526,2,25,6
1527,1185,25,102
1527,2,25,192
1527,2,25,419
1527,2,25,419
1527,2,25,40
1527,2,25,25
1527,2,25,42
1528,1185,25,842
1528,2,25,41
1528,2,25,419
1528,2,25,6
1529,1186,25,42
1530,1186,25,843
1530,2,25,25
1531,1186,25,203
1532,1187,70,361
1532,2,70,247
1532,2,70,122
1532,2,70,25
1532,2,70,73
1533,1188,25,419
1533,2,25,196
1534,1189,8,36
1535,1190,14,834
1536,1191,25,42
1536,2,25,42
1537,1192,25,419
1537,2,25,4
1538,1193,25,419
1538,2,25,4
1539,1194,25,419
1540,1194,25,844
1540,2,25,42
1541,1195,25,121
1542,1196,25,845
1542,2,25,846
1543,1197,25,419
1543,2,25,102
1543,2,25,842
1543,2,25,842
1543,2,25,842
1543,2,25,842
1543,2,25,419
1543,2,25,419
1543,2,25,419
1543,2,25,419
1543,2,25,419
1543,2,25,42
1543,2,25,38
1544,1198,8,25
1544,2,8,38
1545,1199,25,42
1546,1200,25,419
1546,2,25,4
1547,1201,25,419
1547,2,25,5
1548,1202,25,6
1549,1203,8,42
1550,1203,8,847
1550,2,8,607
1550,2,8,38
1551,1204,8,255
1551,2,8,38
1551,2,8,192
1551,2,8,848
1552,1204,8,849
1553,1204,8,24
1553,2,8,850
1553,2,8,85
1554,1205,8,14
1555,1205,8,607
1555,2,8,25
1555,2,8,38
1556,1205,8,722
1556,2,8,607
1556,2,8,14
1557,1206,25,419
1557,2,25,419
1558,1207,33,36
1558,2,33,139
1559,1208,25,419
1559,2,25,4
1560,1209,25,42
1561,1209,25,156
1561,2,25,122
1562,1209,25,851
1563,1210,25,199
1564,1211,14,14
1564,2,14,72
1565,1212,25,203
1565,2,25,38
1566,1213,8,25
1567,1213,8,607
1567,2,8,25
1567,2,8,18
1567,2,8,38
1568,1213,8,607
1568,2,8,42
1568,2,8,4
1568,2,8,6
1568,2,8,38
1569,1213,8,852
1569,2,8,4
1569,2,8,6
1569,2,8,7
1569,2,8,6
1569,2,8,607
1569,2,8,74
1570,1214,14,42
1570,2,14,302
1571,1215,25,4
1572,1216,25,419
1572,2,25,419
1572,2,25,42
1573,1217,9,323
1574,1218,25,419
1574,2,25,121
1575,1219,14,83
1575,2,14,72
1575,2,14,72
1575,2,14,430
1575,2,14,72
1575,2,14,205
1575,2,14,67
1575,2,14,72
1575,2,14,72
1575,2,14,72
1575,2,14,837
1575,2,14,837
1575,2,14,837
1575,2,14,837
1575,2,14,72
1575,2,14,72
1575,2,14,72
1575,2,14,72
1575,2,14,853
1575,2,14,816
1575,2,14,837
1575,2,14,837
1575,2,14,837
1575,2,14,430
1575,2,14,837
1575,2,14,853
1575,2,14,834
1575,2,14,834
1575,2,14,72
1575,2,14,72
1575,2,14,72
1575,2,14,72
1575,2,14,837
1575,2,14,837
1575,2,14,430
1575,2,14,205
1575,2,14,205
1575,2,14,73
1575,2,14,205
1575,2,14,837
1575,2,14,837
1575,2,14,72
1575,2,14,72
1575,2,14,72
1576,1220,33,337
1577,1220,33,854
1578,1221,25,419
1578,2,25,42
1579,1222,25,419
1579,2,25,42
1580,1223,25,42
1581,1224,25,203
1581,2,25,38
1582,1225,3,274
1583,1196,25,195
1584,1226,9,275
1585,1227,71,855
1585,2,71,856
1585,2,71,857
1585,2,71,779
1586,1228,71,238
1587,1228,71,287
1587,2,71,858
1587,2,71,859
1588,1229,71,287
1588,2,71,859
1589,1230,72,36
1590,1231,71,287
1591,1231,71,860
1591,2,71,38
1592,1232,72,221
1592,2,72,73
1593,1233,71,54
1594,1233,71,861
1594,2,71,287
1594,2,71,407
1594,2,71,8
1594,2,71,859
1594,2,71,38
1595,1234,71,862
1596,1234,71,863
1596,2,71,856
1596,2,71,38
1597,1235,71,71
1597,2,71,38
1598,1236,71,6
1598,2,71,6
1598,2,71,287
1599,1237,71,287
1600,1237,71,864
1600,2,71,287
1600,2,71,856
1600,2,71,287
1600,2,71,859
1600,2,71,38
1601,1238,71,36
1602,1239,71,221
1602,2,71,856
1602,2,71,859
1603,1240,16,60
1604,1241,45,43
1605,1240,16,865
1606,1242,16,0
1606,2,16,25
1607,1243,39,353
1607,2,39,242
1608,1244,45,43
1608,2,45,183
1608,2,45,221
1608,2,45,525
1609,1245,16,4
1610,1246,72,478
1611,166,8,866
1612,1247,39,230
1613,1248,16,131
1614,1249,3,36
1615,1250,3,140
1615,2,3,112
1615,2,3,867
1615,2,3,868
1615,2,3,36
1616,1251,16,5
1617,1252,45,869
1617,2,45,73
1618,1253,45,36
1619,1253,45,634
1619,2,45,73
1620,1254,48,23
1621,1255,45,634
1621,2,45,531
1622,1256,38,327
1622,2,38,870
1622,2,38,64
1622,2,38,87
1622,2,38,871
1622,2,38,95
1623,1257,73,241
1624,1257,73,872
1624,2,73,793
1624,2,73,287
1624,2,73,58
1624,2,73,256
1624,2,73,872
1624,2,73,256
1625,1258,73,873
1626,1259,16,23
1626,2,16,874
1627,1260,45,875
1628,1260,45,876
1628,2,45,288
1628,2,45,73
1628,2,45,531
1629,1261,11,326
1630,1262,16,25
1630,2,16,28
1631,1263,38,465
1631,2,38,95
1632,1264,16,60
1633,1265,11,354
1633,2,11,9
1634,1266,72,877
1635,1250,3,878
1636,1267,25,36
1637,1268,3,36
1638,1269,45,36
1638,2,45,868
1638,2,45,634
1638,2,45,363
1638,2,45,878
1638,2,45,634
1638,2,45,879
1638,2,45,800
1638,2,45,880
1638,2,45,881
1638,2,45,5
1638,2,45,880
1638,2,45,288
1638,2,45,73
1638,2,45,221
1638,2,45,882
1638,2,45,883
1638,2,45,884
1639,1270,25,36
1640,1271,48,648
1641,1272,48,885
1641,2,48,65
1642,1272,48,358
1642,2,48,886
1642,2,48,887
1642,2,48,60
1642,2,48,623
1642,2,48,82
1642,2,48,888
1643,1273,45,36
1644,1274,16,889
1645,1275,48,36
1646,1276,16,5
1647,1277,16,23
1647,2,16,874
1648,1278,38,92
1648,2,38,520
1649,1279,45,43
1649,2,45,890
1649,2,45,530
1649,2,45,531
1650,1280,45,36
1650,2,45,891
1650,2,45,881
1650,2,45,869
1650,2,45,892
1651,1281,38,327
1652,1282,38,465
1652,2,38,87
1653,1283,38,893
1654,1284,73,241
1654,2,73,894
1655,1285,8,866
1655,2,8,281
1655,2,8,14
1656,1286,3,82
1656,2,3,36
1657,1287,21,124
1657,2,21,73
1658,1288,3,34
1658,2,3,69
1658,2,3,71
1658,2,3,549
1658,2,3,79
1658,2,3,79
1659,1289,16,36
1660,1290,21,82
1661,1290,21,210
1661,2,21,389
1661,2,21,210
1661,2,21,397
1661,2,21,94
1661,2,21,895
1662,1291,3,36
1663,1292,3,82
1664,1293,48,579
1665,1294,21,387
1665,2,21,43
1666,1295,21,14
1666,2,21,148
1666,2,21,124
1666,2,21,210
1666,2,21,73
1667,1296,21,43
1667,2,21,426
1668,1297,14,6
1668,2,14,36
1669,1297,14,896
1669,2,14,60
1669,2,14,6
1669,2,14,192
1669,2,14,897
1669,2,14,124
1669,2,14,898
1669,2,14,899
1669,2,14,215
1670,1291,3,36
1671,1291,3,900
1671,2,3,320
1671,2,3,372
1671,2,3,901
1672,1298,3,55
1672,2,3,902
1672,2,3,824
1673,1299,21,25
1674,1300,21,242
1675,1300,21,903
1675,2,21,73
1676,1300,21,387
1676,2,21,23
1676,2,21,5
1677,1301,21,904
1677,2,21,82
1677,2,21,82
1677,2,21,6
1678,1302,21,36
1679,1303,21,210
1679,2,21,14
1680,1304,21,25
1681,1304,21,24
1681,2,21,219
1682,371,3,58
1683,1305,3,69
1684,1306,21,59
1685,1307,3,6
1685,2,3,905
1685,2,3,71
1685,2,3,221
1686,1306,21,387
1686,2,21,906
1687,1306,21,367
1687,2,21,6
1687,2,21,6
1687,2,21,18
1688,1297,14,60
1689,1308,3,54
1689,2,3,364
1689,2,3,40
1689,2,3,69
1690,1309,51,36
1690,2,51,43
1690,2,51,36
1691,1310,3,6
1692,1311,21,210
1692,2,21,25
1693,1309,51,36
1694,1312,16,36
1695,1313,3,271
1696,1314,21,242
1697,1315,48,907
1697,2,48,901
1697,2,48,131
1697,2,48,85
1697,2,48,908
1697,2,48,602
1697,2,48,909
1697,2,48,275
1697,2,48,275
1697,2,48,25
1697,2,48,94
1698,1314,21,910
1698,2,21,14
1699,1316,51,163
1699,2,51,911
1699,2,51,43
1700,1317,6,6
1700,2,6,38
1701,1318,6,642
1701,2,6,642
1701,2,6,302
1702,1319,6,154
1703,1320,18,421
1704,1319,6,912
1704,2,6,6
1704,2,6,369
1704,2,6,642
1704,2,6,14
1704,2,6,913
1704,2,6,778
1704,2,6,808
1705,1321,3,53
1705,2,3,36
1705,2,3,281
1705,2,3,110
1705,2,3,281
1705,2,3,281
1705,2,3,281
1705,2,3,281
1705,2,3,281
1705,2,3,281
1705,2,3,281
1705,2,3,281
1705,2,3,281
1705,2,3,281
1705,2,3,281
1705,2,3,281
1705,2,3,281
1705,2,3,281
1705,2,3,281
1705,2,3,281
1705,2,3,107
1705,2,3,914
1705,2,3,915
1705,2,3,131
1705,2,3,107
1705,2,3,85
1705,2,3,107
1705,2,3,581
1705,2,3,18
1705,2,3,381
1705,2,3,55
1705,2,3,55
1705,2,3,163
1705,2,3,18
1705,2,3,581
1705,2,3,547
1705,2,3,18
1705,2,3,55
1705,2,3,211
1705,2,3,726
1705,2,3,131
1705,2,3,557
1705,2,3,916
1705,2,3,917
1705,2,3,630
1705,2,3,916
1706,1322,21,712
1707,1323,6,42
1708,1324,6,23
1708,2,6,6
1708,2,6,25
1708,2,6,25
1709,1325,21,94
1709,2,21,112
1709,2,21,139
1710,1326,18,67
1711,1326,18,918
1711,2,18,67
1711,2,18,421
1711,2,18,257
1711,2,18,479
1711,2,18,6
1712,1326,18,377
1712,2,18,73
1712,2,18,919
1712,2,18,919
1712,2,18,920
1712,2,18,71
1712,2,18,25
1712,2,18,42
1713,1326,18,377
1713,2,18,67
1713,2,18,920
1713,2,18,314
1713,2,18,421
1713,2,18,174
1713,2,18,42
1713,2,18,42
1714,1326,18,377
1714,2,18,67
1714,2,18,334
1714,2,18,920
1714,2,18,62
1714,2,18,223
1714,2,18,6
1715,1327,6,36
1716,1328,6,366
1716,2,6,42
1716,2,6,913
1716,2,6,71
1716,2,6,71
1716,2,6,42
1717,1329,21,58
1717,2,21,58
1717,2,21,426
1717,2,21,112
1718,2,6,921
1718,2,6,4
1718,2,6,23
1718,2,6,913
1718,2,6,913
1718,2,6,233
1718,2,6,208
1719,1330,18,73
1720,1330,18,920
1720,2,18,421
1720,2,18,94
1720,2,18,255
1720,2,18,6
1721,1330,18,920
1721,2,18,312
1721,2,18,62
1721,2,18,25
1721,2,18,329
1721,2,18,219
1722,1330,18,920
1722,2,18,421
1722,2,18,62
1722,2,18,210
1722,2,18,63
1722,2,18,63
1722,2,18,63
1723,1330,18,920
1723,2,18,764
1723,2,18,71
1723,2,18,6
1724,1331,18,920
1724,2,18,421
1724,2,18,62
1724,2,18,6
1725,1332,18,920
1725,2,18,312
1725,2,18,314
1726,1333,6,6
1727,1334,18,312
1728,1335,6,6
1729,1336,6,42
1729,2,6,302
1730,1337,3,53
1731,1338,18,922
1732,1339,21,82
1733,1340,21,465
1734,1341,18,323
1734,2,18,36
1734,2,18,28
1735,1342,6,6
1735,2,6,233
1735,2,6,913
1735,2,6,210
1736,1343,3,923
1737,1343,3,924
1737,2,3,345
1737,2,3,526
1737,2,3,924
1737,2,3,834
1737,2,3,94
1737,2,3,130
1738,1344,3,925
1738,2,3,923
1738,2,3,510
1738,2,3,926
1738,2,3,345
1738,2,3,927
1738,2,3,798
1738,2,3,79
1738,2,3,130
1738,2,3,94
1738,2,3,834
1738,2,3,511
1738,2,3,69
1738,2,3,71
1738,2,3,242
1738,2,3,94
1738,2,3,71
1738,2,3,94
1738,2,3,137
1738,2,3,928
1738,2,3,94
1738,2,3,69
1738,2,3,907
1738,2,3,834
1738,2,3,834
1739,1345,3,925
1739,2,3,928
1739,2,3,928
1739,2,3,928
1740,1346,3,925
1740,2,3,926
1740,2,3,34
1741,1347,13,36
1742,1348,13,36
1742,2,13,929
1743,1349,13,36
1743,2,13,930
1744,1350,8,25
1745,1351,3,469
1745,2,3,907
1746,1350,8,896
1746,2,8,25
1746,2,8,102
1746,2,8,196
1747,1350,8,896
1747,2,8,102
1747,2,8,196
1748,1352,66,327
1749,1353,3,510
1750,1354,8,25
1751,1355,13,36
1751,2,13,931
1752,1356,3,510
1752,2,3,869
1752,2,3,229
1752,2,3,94
1752,2,3,65
1753,1357,74,36
1753,2,74,932
1753,2,74,573
1753,2,74,143
1754,1358,11,36
1755,1359,3,933
1756,1360,3,869
1756,2,3,94
1756,2,3,236
1756,2,3,130
1757,1361,74,36
1758,1362,3,510
1758,2,3,18
1758,2,3,345
1758,2,3,925
1758,2,3,130
1758,2,3,94
1758,2,3,130
1758,2,3,65
1758,2,3,65
1758,2,3,69
1759,1363,18,312
1760,1364,18,58
1760,2,18,36
1761,1365,3,510
1762,1366,3,510
1762,2,3,345
1762,2,3,130
1762,2,3,43
1762,2,3,94
1762,2,3,94
1762,2,3,142
1762,2,3,130
1763,1367,18,58
1764,1368,74,36
1765,1369,11,36
1766,1370,3,892
1766,2,3,892
1766,2,3,257
1766,2,3,55
1767,1369,11,367
1767,2,11,456
1767,2,11,486
1767,2,11,934
1768,1371,3,187
1768,2,3,36
1768,2,3,935
1769,1372,3,42
1769,2,3,936
1769,2,3,286
1769,2,3,286
1769,2,3,286
1769,2,3,286
1769,2,3,69
1769,2,3,6
1769,2,3,71
1769,2,3,36
1770,1372,3,60
1771,1373,66,226
1772,1374,18,312
1772,2,18,7
1772,2,18,287
1772,2,18,419
1773,1375,3,925
1773,2,3,923
1773,2,3,55
1773,2,3,18
1774,1376,27,36
1775,1377,27,364
1776,1377,27,937
1776,2,27,42
1776,2,27,241
1776,2,27,71
1776,2,27,85
1776,2,27,314
1776,2,27,18
1776,2,27,71
1776,2,27,314
1776,2,27,302
1776,2,27,42
1776,2,27,938
1776,2,27,4
1776,2,27,196
1777,1378,18,36
1778,1379,12,36
1779,1380,18,42
1779,2,18,71
1779,2,18,42
1779,2,18,71
1780,1381,75,143
1780,2,75,68
1781,1382,18,332
1781,2,18,71
1781,2,18,86
1781,2,18,94
1781,2,18,42
1782,1383,18,58
1782,2,18,302
1782,2,18,85
1782,2,18,6
1783,1384,18,23
1784,1384,18,312
1784,2,18,6
1784,2,18,939
1784,2,18,375
1785,1385,18,6
1786,1386,18,336
1786,2,18,71
1786,2,18,6
1787,1387,18,25
1788,1387,18,940
1788,2,18,941
1788,2,18,421
1788,2,18,421
1788,2,18,71
1789,1388,13,25
1790,1388,13,942
1790,2,13,42
1791,1389,38,943
1791,2,38,944
1791,2,38,25
1791,2,38,85
1791,2,38,95
1792,1390,18,71
1793,1391,38,945
1794,1392,18,240
1795,1392,18,946
1795,2,18,947
1796,1392,18,312
1797,1393,18,419
1797,2,18,71
1797,2,18,302
1798,1394,18,42
1799,1395,18,71
1800,1396,18,42
1801,1396,18,948
1802,1397,18,419
1803,1397,18,949
1803,2,18,419
1804,1398,13,339
1804,2,13,25
1805,1399,18,6
1806,1399,18,950
1806,2,18,421
1806,2,18,85
1806,2,18,23
1806,2,18,71
1807,1400,18,421
1808,1401,18,36
1808,2,18,371
1808,2,18,951
1809,1402,14,36
1810,1403,14,85
1810,2,14,952
1810,2,14,174
1811,1404,18,8
1811,2,18,67
1811,2,18,48
1811,2,18,302
1811,2,18,661
1811,2,18,71
1811,2,18,421
1811,2,18,312
1811,2,18,23
1812,1405,75,36
1813,1406,12,14
1813,2,12,73
1814,1407,18,334
1815,1407,18,953
1816,1408,18,71
1817,1409,18,94
1817,2,18,154
1817,2,18,14
1817,2,18,208
1817,2,18,94
1817,2,18,71
1817,2,18,71
1818,1410,75,36
1819,1410,75,954
1820,1411,18,421
1821,1412,18,42
1822,1412,18,421
1823,1412,18,955
1823,2,18,71
1824,1413,18,25
1824,2,18,421
1824,2,18,7
1825,1414,18,956
1825,2,18,71
1826,1415,18,25
1827,1416,18,312
1828,1417,14,36
1829,1418,13,54
1830,1419,38,277
1831,1420,39,957
1831,2,39,109
1831,2,39,36
1831,2,39,727
1831,2,39,958
1831,2,39,959
1831,2,39,959
1831,2,39,804
1831,2,39,727
1831,2,39,111
1831,2,39,230
1831,2,39,230
1831,2,39,38
1831,2,39,38
1832,1421,39,957
1832,2,39,162
1832,2,39,36
1832,2,39,38
1833,1422,39,957
1833,2,39,82
1833,2,39,727
1833,2,39,153
1833,2,39,727
1833,2,39,38
1834,1423,8,71
1834,2,8,73
1834,2,8,59
1835,1424,39,275
1836,1425,8,188
1837,1426,8,58
1838,1426,8,960
1838,2,8,219
1838,2,8,102
1839,1427,73,287
1840,1427,73,961
1840,2,73,494
1840,2,73,256
1840,2,73,962
1840,2,73,147
1840,2,73,256
1840,2,73,963
1840,2,73,964
1840,2,73,454
1840,2,73,494
1840,2,73,287
1841,1428,3,53
1841,2,3,107
1841,2,3,36
1842,1429,3,54
1843,1429,3,510
1843,2,3,71
1843,2,3,54
1844,1430,73,965
1845,1430,73,324
1845,2,73,324
1845,2,73,454
1845,2,73,966
1845,2,73,967
1846,1431,3,83
1846,2,3,71
1846,2,3,968
1846,2,3,648
1847,1432,8,77
1848,1433,73,287
1849,1434,3,53
1850,1435,72,25
1851,1436,8,36
1852,1437,25,36
1853,1438,72,25
1853,2,72,42
1853,2,72,139
1854,1439,3,94
1855,1439,3,504
1855,2,3,320
1855,2,3,6
1855,2,3,969
1855,2,3,504
1855,2,3,395
1855,2,3,6
1855,2,3,970
1855,2,3,970
1855,2,3,971
1856,1440,8,77
1856,2,8,73
1856,2,8,259
1856,2,8,36
1857,1441,73,965
1858,1441,73,90
1858,2,73,256
1858,2,73,147
1858,2,73,454
1859,1442,8,36
1860,1443,73,287
1861,1443,73,972
1861,2,73,973
1861,2,73,974
1861,2,73,177
1862,1444,73,287
1863,1444,73,975
1863,2,73,256
1863,2,73,256
1864,1445,25,36
1865,1446,76,718
1865,2,76,198
1865,2,76,976
1865,2,76,79
1866,1447,76,718
1867,1448,77,221
1868,1449,77,977
1868,2,77,221
1868,2,77,60
1869,1450,45,54
1870,1450,45,978
1870,2,45,979
1870,2,45,979
1870,2,45,979
1870,2,45,979
1871,1450,45,141
1872,1451,78,36
1873,1452,3,74
1874,1453,3,74
1874,2,3,141
1874,2,3,286
1874,2,3,114
1874,2,3,281
1874,2,3,40
1874,2,3,67
1874,2,3,74
1874,2,3,114
1874,2,3,114
1874,2,3,286
1874,2,3,286
1875,1452,3,74
1875,2,3,6
1875,2,3,286
1875,2,3,459
1875,2,3,115
1875,2,3,114
1875,2,3,74
1875,2,3,286
1875,2,3,980
1875,2,3,115
1876,1454,78,36
1876,2,78,112
1877,1455,3,981
1877,2,3,364
1877,2,3,71
1877,2,3,982
1878,1456,45,318
1878,2,45,983
1878,2,45,237
1879,1457,43,36
1880,1458,3,74
1880,2,3,4
1880,2,3,18
1880,2,3,74
1881,1459,76,79
1881,2,76,79
1881,2,76,79
1882,1460,45,25
1882,2,45,183
1883,1461,43,25
1883,2,43,482
1883,2,43,395
1884,1462,3,36
1884,2,3,344
1884,2,3,65
1884,2,3,67
1884,2,3,691
1884,2,3,743
1884,2,3,36
1884,2,3,65
1884,2,3,141
1885,1463,76,139
1885,2,76,718
1885,2,76,198
1885,2,76,79
1885,2,76,984
1885,2,76,79
1885,2,76,976
1885,2,76,73
1885,2,76,6
1886,1464,78,6
1886,2,78,77
1887,1465,45,985
1888,1465,45,986
1888,2,45,257
1888,2,45,979
1888,2,45,141
1888,2,45,345
1888,2,45,18
1889,1466,3,987
1890,1466,3,30
1890,2,3,67
1890,2,3,510
1890,2,3,71
1890,2,3,141
1890,2,3,40
1891,1466,3,988
1891,2,3,54
1891,2,3,60
1891,2,3,141
1892,1467,45,363
1892,2,45,979
1892,2,45,94
1892,2,45,94
1892,2,45,79
1892,2,45,345
1892,2,45,666
1892,2,45,345
1892,2,45,73
1893,1468,45,275
1894,1469,3,29
1895,1470,3,567
1896,1470,3,989
1896,2,3,990
1897,2,3,991
1897,2,3,982
1897,2,3,141
1897,2,3,141
1898,1471,3,29
1898,2,3,36
1899,1472,3,510
1900,1472,3,992
1900,2,3,141
1900,2,3,982
1900,2,3,281
1900,2,3,69
1900,2,3,141
1900,2,3,141
1900,2,3,281
1900,2,3,67
1900,2,3,510
1900,2,3,74
1900,2,3,281
1900,2,3,286
1901,1473,79,36
1902,1474,45,73
1902,2,45,993
1902,2,45,993
1903,1475,3,994
1903,2,3,408
1903,2,3,982
1903,2,3,55
1903,2,3,114
1904,1476,45,221
1904,2,45,43
1904,2,45,979
1905,1477,3,5
1905,2,3,141
1906,1478,76,79
1906,2,76,718
1906,2,76,198
1906,2,76,79
1906,2,76,65
1906,2,76,79
1906,2,76,6
1906,2,76,162
1906,2,76,6
1906,2,76,247
1906,2,76,976
1907,1479,79,36
1907,2,79,171
1907,2,79,28
1908,1480,45,54
1908,2,45,979
1908,2,45,94
1908,2,45,94
1908,2,45,995
1908,2,45,979
1908,2,45,530
1908,2,45,82
1909,1481,76,139
1910,1482,45,54
1911,1483,45,996
1911,2,45,567
1911,2,45,666
1911,2,45,979
1911,2,45,979
1911,2,45,979
1911,2,45,666
1911,2,45,979
1911,2,45,286
1911,2,45,242
1911,2,45,73
1912,1482,45,997
1912,2,45,79
1912,2,45,636
1912,2,45,868
1912,2,45,998
1912,2,45,73
1912,2,45,999
1912,2,45,36
1913,2,3,1000
1913,2,3,141
1913,2,3,141
1913,2,3,18
1913,2,3,303
1913,2,3,485
1914,1484,45,897
1914,2,45,203
1914,2,45,83
1914,2,45,979
1914,2,45,979
1914,2,45,85
1914,2,45,627
1914,2,45,1001
1914,2,45,1002
1915,1485,3,510
1915,2,3,53
1915,2,3,54
1915,2,3,579
1915,2,3,1003
1915,2,3,286
1915,2,3,36
1915,2,3,236
1916,1486,45,43
1916,2,45,122
1916,2,45,23
1916,2,45,43
1917,1487,43,6
1918,2,3,1000
1918,2,3,71
1918,2,3,982
1918,2,3,1004
1919,1488,3,5
1919,2,3,55
1920,1489,3,895
1920,2,3,40
1920,2,3,982
1920,2,3,8
1921,1490,3,210
1922,1490,3,74
1922,2,3,71
1922,2,3,71
1922,2,3,141
1922,2,3,510
1922,2,3,90
1922,2,3,71
1922,2,3,137
1922,2,3,1005
1922,2,3,1005
1922,2,3,1004
1922,2,3,74
1922,2,3,91
1922,2,3,286
1923,1490,3,1006
1923,2,3,69
1923,2,3,71
1923,2,3,71
1923,2,3,450
1923,2,3,302
1923,2,3,1007
1923,2,3,115
1923,2,3,115
1923,2,3,115
1923,2,3,81
1923,2,3,71
1923,2,3,55
1923,2,3,1008
1923,2,3,350
1923,2,3,94
1923,2,3,94
1923,2,3,115
1923,2,3,141
1923,2,3,74
1923,2,3,142
1923,2,3,74
1923,2,3,107
1923,2,3,74
1923,2,3,67
1923,2,3,286
1923,2,3,64
1923,2,3,579
1923,2,3,83
1924,1491,45,73
1924,2,45,25
1925,1492,3,1009
1926,1493,3,1010
1927,1493,3,36
1928,1494,8,277
1929,1495,8,4
1930,1496,3,53
1930,2,3,23
1931,1497,39,7
1931,2,39,156
1931,2,39,6
1932,1498,39,43
1933,1499,8,14
1934,1500,3,53
1935,1501,8,4
1936,1502,8,196
1936,2,8,4
1937,1501,8,1011
1937,2,8,25
1938,1499,8,87
1938,2,8,14
1939,1503,46,142
1939,2,46,68
1939,2,46,85
1940,1504,46,318
1940,2,46,25
1940,2,46,62
1940,2,46,712
1940,2,46,279
1940,2,46,1012
1940,2,46,94
1940,2,46,279
1941,1505,46,60
1942,1505,46,1013
1942,2,46,467
1942,2,46,279
1942,2,46,279
1942,2,46,279
1942,2,46,712
1942,2,46,467
1942,2,46,1014
1942,2,46,122
1942,2,46,467
1942,2,46,279
1942,2,46,18
1942,2,46,712
1942,2,46,94
1942,2,46,94
1942,2,46,395
1942,2,46,71
1942,2,46,712
1942,2,46,712
1942,2,46,71
1943,1505,46,583
1943,2,46,62
1943,2,46,712
1943,2,46,467
1943,2,46,67
1943,2,46,215
1943,2,46,94
1943,2,46,94
1943,2,46,71
1944,1506,46,712
1944,2,46,71
1944,2,46,71
1944,2,46,279
1944,2,46,5
1945,1507,80,47
1945,2,80,1015
1945,2,80,454
1946,1508,48,8
1947,1509,46,467
1947,2,46,279
1947,2,46,122
1947,2,46,71
1947,2,46,281
1947,2,46,467
1947,2,46,279
1948,1510,48,650
1948,2,48,132
1948,2,48,36
1949,1511,80,36
1950,1512,46,487
1951,1512,46,1016
1951,2,46,332
1952,1513,46,36
1953,1514,48,1017
1954,1515,46,467
