Symbol,Synonym Symbol,Scientific Name with Author,National Common Name,Family
RUSAD,ABAB3,Rumex salicifolius Weinm. var. denticulatus Torr.,toothed willow dock,Polygonaceae
RUSAD,RUCA8,Rumex californicus Rech. f.,rubber rabbitbrush,Polygonaceae
RUSAD,RUMES,Rumex mexicanus Meisn. var. strictus M. Peck,rubber rabbitbrush,Polygonaceae
RUSAD,RUSAM2,Rumex salicifolius Weinm. var. montigenitus Jeps.,rubber rabbitbrush,Polygonaceae
RUSAD,RUUT,Rumex utahensis Rech. f.,rubber rabbitbrush,Polygonaceae
RUSAM,ABAB3,Rumex salicifolius Weinm. var. mexicanus (Meisn.) C.L. Hitchc.,Mexican dock,Polygonaceae
RUSAM,RUME2,Rumex mexicanus Meisn.,rubber rabbitbrush,Polygonaceae
RUSAM,RUMEA,Rumex mexicanus Meisn. var. angustifolius (Meisn.) B. Boivin,rubber rabbitbrush,Polygonaceae
RUSAM,RUMES3,Rumex mexicanus Meisn. var. subarcticus (Lepage) B. Boivin,rubber rabbitbrush,Polygonaceae
RUSAM,RUQU3,Rumex quadrangulivalvis (Danser) Rech. f.,rubber rabbitbrush,Polygonaceae
RUSAM,RUSAT2,Rumex salicifolius Weinm. ssp. triangulivalvis Danser,rubber rabbitbrush,Polygonaceae
RUSAM,RUSAT3,Rumex salicifolius Weinm. var. triangulivalvis (Danser) C.L. Hitchc.,rubber rabbitbrush,Polygonaceae
RUSAM,RUSU14,Rumex subarcticus LePage,rubber rabbitbrush,Polygonaceae
RUSAM,RUTR3,Rumex triangulivalvis (Danser) Rech. f.,rubber rabbitbrush,Polygonaceae
RUSAM,RUTRO,Rumex triangulivalvis (Danser) Rech. f. var. oreolapathum Rech. f.,rubber rabbitbrush,Polygonaceae
RUST4,ABAB3,Rumex stenophyllus Ledeb.,narrowleaf dock,Polygonaceae
RUTR2,ABAB3,Rudbeckia triloba L.,browneyed Susan,Asteraceae
RUTRT,ABAB3,Rudbeckia triloba L. var. triloba,browneyed Susan,Asteraceae
RUVE2,ABAB3,Rumex venosus Pursh,veiny dock,Polygonaceae
SAAD,ABAB3,Saxifraga adscendens L.,wedgeleaf saxifrage,Saxifragaceae
SAADO2,ABAB3,Saxifraga adscendens L. ssp. oregonensis (Raf.) Bacig.,small saxifrage,Saxifragaceae
SAADO2,MUAD,Muscaria adscendens (L.) Small p.p.,rubber rabbitbrush,Saxifragaceae
SAADO2,SAADO,Saxifraga adscendens L. var. oregonensis (Raf.) Breitung,rubber rabbitbrush,Saxifragaceae
SAAE,ABAB3,Salvia aethiopis L.,Mediterranean sage,Lamiaceae
SAAL2,ABAB3,Salix alba L.,white willow,Salicaceae
SAAL2,SAALC2,Salix alba L. ssp. caerulea (Sm.) Rech. f.,rubber rabbitbrush,Salicaceae
SAAL2,SAALV2,Salix alba L. ssp. vitellina (L.) Arcang.,rubber rabbitbrush,Salicaceae
SAAL2,SAALC,Salix alba L. var. caerulea (Sm.) Sm.,rubber rabbitbrush,Salicaceae
SAAL2,SAALC3,Salix alba L. var. calva G. Mey.,rubber rabbitbrush,Salicaceae
SAAL2,SAALV,Salix alba L. var. vitellina (L.) Stokes,rubber rabbitbrush,Salicaceae
SAAL2,SAVI80,Salix vitellina L.,rubber rabbitbrush,Salicaceae
SAAM2,ABAB3,Salix amygdaloides Andersson,peachleaf willow,Salicaceae
SAAM2,SAAMW,Salix amygdaloides Andersson var. wrightii (Andersson) C.K. Schneid.,rubber rabbitbrush,Salicaceae
SAAM2,SANIA,Salix nigra Marshall var. amygdaloides (Andersson) Andersson,rubber rabbitbrush,Salicaceae
SAAM2,SANIW,Salix nigra Marshall var. wrightii (Andersson) Andersson,rubber rabbitbrush,Salicaceae
SAAM2,SAWR3,Salix wrightii Andersson,rubber rabbitbrush,Salicaceae
SAAP,ABAB3,Sagina apetala Ard.,annual pearlwort,Caryophyllaceae
SAAP,SAAPB,Sagina apetala Ard. var. barbata Fenzl,rubber rabbitbrush,Caryophyllaceae
SAAR14,ABAB3,Salix arizonica Dorn,Arizona willow,Salicaceae
SAAZ,ABAB3,Salvia azurea Michx. ex Lam.,azure blue sage,Lamiaceae
SAAZG,ABAB3,Salvia azurea Michx. ex Lam. var. grandiflora Benth.,pitcher sage,Lamiaceae
SAAZG,SAAZI,Salvia azurea Michx. ex Lam. ssp. intermedia Epling,rubber rabbitbrush,Lamiaceae
SAAZG,SAAZP,Salvia azurea Michx. ex Lam. ssp. pitcheri (Torr. ex Benth.) Epling,rubber rabbitbrush,Lamiaceae
SAAZG,SAPI3,Salvia pitcheri Torr. ex Benth.,rubber rabbitbrush,Lamiaceae
SABA3,ABAB3,Salix barclayi Andersson,Barclay's willow,Salicaceae
SABA3,SABAA,Salix barclayi Andersson var. angustifolia (Andersson) Andersson ex C.K. Schneid.,rubber rabbitbrush,Salicaceae
SABA3,SABAC,Salix barclayi Andersson var. conjuncta (Bebb) C.R. Ball ex C.K. Schneid.,rubber rabbitbrush,Salicaceae
SABA3,SACO21,Salix conjuncta Bebb,rubber rabbitbrush,Salicaceae
SABA3,SAHO6,Salix hoyeriana Dieck,rubber rabbitbrush,Salicaceae
SABA3,SAPYH,Salix pyrolifolia Andersson var. hoyeriana (Dieck) Dippel,rubber rabbitbrush,Salicaceae
SABA3,SARE15,Salix regelii Andersson,rubber rabbitbrush,Salicaceae
SABE2,ABAB3,Salix bebbiana Sarg.,Bebb willow,Salicaceae
SABE2,SABEC,Salix bebbiana Sarg. var. capreifolia (Fernald) Fernald,rubber rabbitbrush,Salicaceae
SABE2,SABED,Salix bebbiana Sarg. var. depilis Raup,rubber rabbitbrush,Salicaceae
SABE2,SABEL,Salix bebbiana Sarg. var. luxurians (Fernald) Fernald,rubber rabbitbrush,Salicaceae
SABE2,SABEP,Salix bebbiana Sarg. var. perrostrata (Rydb.) C.K. Schneid.,rubber rabbitbrush,Salicaceae
SABE2,SABEP2,Salix bebbiana Sarg. var. projecta (Fernald) C.K. Schneid.,rubber rabbitbrush,Salicaceae
SABE2,SADER,Salix depressa L. ssp. rostrata (Richardson) Hiitonen,rubber rabbitbrush,Salicaceae
SABE2,SALIO,Salix livida Wahlenb. var. occidentalis (Andersson) A. Gray,rubber rabbitbrush,Salicaceae
SABE2,SALIR,Salix livida Wahlenb. var. rostrata (Richardson) Dippel,rubber rabbitbrush,Salicaceae
SABE2,SAPE20,Salix perrostrata Rydb.,rubber rabbitbrush,Salicaceae
SABE2,SARO6,"Salix rostrata Richardson, non Thuill.",rubber rabbitbrush,Salicaceae
SABE2,SAROC,Salix rostrata Richardson var. capreifolia Fernald,rubber rabbitbrush,Salicaceae
SABE2,SAROL,Salix rostrata Richardson var. luxurians Fernald,rubber rabbitbrush,Salicaceae
SABE2,SAROP,Salix rostrata Richardson var. perrostrata (Rydb.) Fernald,rubber rabbitbrush,Salicaceae
SABE2,SAROP2,Salix rostrata Richardson var. projecta Fernald,rubber rabbitbrush,Salicaceae
SABE2,SASTB,Salix starkeana Willd. ssp. bebbiana (Sarg.) Youngberg,rubber rabbitbrush,Salicaceae
SABE2,SAVAO,Salix vagans Hook. f. ex Andersson var. occidentalis Andersson,rubber rabbitbrush,Salicaceae
SABE2,SAVAR,Salix vagans Hook. f. ex Andersson var. rostrata (Richardson) Andersson,rubber rabbitbrush,Salicaceae
SABO2,ABAB3,Salix boothii Dorn,Booth's willow,Salicaceae
SABO2,SACU7,Salix curtiflora auct. non Andersson,rubber rabbitbrush,Salicaceae
SABO2,SAMY4,Salix myrtillifolia auct. non Andersson,rubber rabbitbrush,Salicaceae
SABO2,SAMYC2,Salix myrtillifolia Andersson var. curtiflora auct. non (Andersson) Bebb ex Rose,rubber rabbitbrush,Salicaceae
SABO2,SANO2,Salix novae-angliae auct. non Andersson,rubber rabbitbrush,Salicaceae
SABO2,SAPS3,Salix pseudocordata auct. non (Andersson) Rydb.,rubber rabbitbrush,Salicaceae
SABO2,SAPSA,Salix pseudocordata (Andersson) Rydb. var. aequalis (Andersson) C.R. Ball ex C.K. Schneid.,rubber rabbitbrush,Salicaceae
SABO2,SAPS5,Salix pseudomyrsinites auct. non Andersson,rubber rabbitbrush,Salicaceae
SABO2,SAPSA2,Salix pseudomyrsinites Andersson var. aequalis (Andersson) Andersson ex C.R. Ball,rubber rabbitbrush,Salicaceae
SABR,ABAB3,Salix brachycarpa Nutt.,shortfruit willow,Salicaceae
SABR6,ABAB3,Saxifraga bronchialis L.,yellowdot saxifrage,Saxifragaceae
SABR8,ABAB3,Sagittaria brevirostra Mack. & Bush,shortbeak arrowhead,Alismataceae
SABR8,SAENB2,Sagittaria engelmanniana J.G. Sm. ssp. brevirostra (Mack. & Bush) Bogin,rubber rabbitbrush,Alismataceae
SABRA2,ABAB3,Saxifraga bronchialis L. ssp. austromontana (Wiegand) Piper,matted saxifrage,Saxifragaceae
SABRA2,CIAU3,Ciliaria austromontana (Wiegand) W.A. Weber,rubber rabbitbrush,Saxifragaceae
SABRA2,SAAU7,Saxifraga austromontana Wiegand,rubber rabbitbrush,Saxifragaceae
SABRA2,SABRA,Saxifraga bronchialis L. var. austromontana (Wiegand) Piper ex G.N. Jones,rubber rabbitbrush,Saxifragaceae
SABRB7,ABAB3,Salix brachycarpa Nutt. var. brachycarpa,shortfruit willow,Salicaceae
SABRB7,SABRB6,Salix brachycarpa Nutt. ssp. brachycarpa,rubber rabbitbrush,Salicaceae
SABRB7,SABRA3,Salix brachycarpa Nutt. var. alticola E.H. Kelso,rubber rabbitbrush,Salicaceae
SABRB7,SABRA4,Salix brachycarpa Nutt. var. antimima (C.K. Schneid.) Raup,rubber rabbitbrush,Salicaceae
SABRB7,SABRG,Salix brachycarpa Nutt. var. glabellicarpa C.K. Schneid.,rubber rabbitbrush,Salicaceae
SABRB7,SABRS,Salix brachycarpa Nutt. var. sansonii C.R. Ball,rubber rabbitbrush,Salicaceae
SABRB7,SACHA,Salix chlorolepis Fernald var. antimima C.K. Schneid.,rubber rabbitbrush,Salicaceae
SABRB7,SADEF,Salix desertorum Richardson var. fruticulosa Andersson,rubber rabbitbrush,Salicaceae
SABRB7,SADES2,Salix desertorum Richardson var. stricta Andersson,rubber rabbitbrush,Salicaceae
SABRB7,SAST10,Salix stricta (Andersson) Rydb.,rubber rabbitbrush,Salicaceae
SACA21,ABAB3,Sagittaria calycina Engelm.,hooded arrowhead,Alismataceae
SACA37,ABAB3,Salix calcicola Fernald & Wiegand,woolly willow,Salicaceae
SACA37,SACAG5,Salix calcicola Fernald & Wiegand var. glandulosior B. Boivin,rubber rabbitbrush,Salicaceae
SACA37,SACAN3,Salix calcicola Fernald & Wiegand var. nicholsiana Polunin,rubber rabbitbrush,Salicaceae
SACA37,SALAC2,Salix lanata L. ssp. calcicola (Fernald & Wiegand) Hultén,rubber rabbitbrush,Salicaceae
SACA37,SARIM,Salix richardsonii Hook. var. macouniana Bebb,rubber rabbitbrush,Salicaceae
SACA4,ABAB3,Salix candida Flueggé ex Willd.,sageleaf willow,Salicaceae
SACA4,SACAD,Salix candida Flueggé ex Willd. var. denudata Andersson,rubber rabbitbrush,Salicaceae
SACA4,SACAT2,Salix candida Flueggé ex Willd. var. tomentosa Andersson,rubber rabbitbrush,Salicaceae
SACA4,SACA34,Salix candidula Nieuwl.,rubber rabbitbrush,Salicaceae
SACA50,ABAB3,Saxifraga caespitosa L.,tufted alpine saxifrage,Saxifragaceae
SACA50,SACE4,"Saxifraga cespitosa L., orth. var.",rubber rabbitbrush,Saxifragaceae
SACA6,ABAB3,Salix cascadensis Cockerell,cascade willow,Salicaceae
SACA6,SABRT2,Salix brownii (Andersson) Bebb var. tenera (Andersson) M.E. Jones,rubber rabbitbrush,Salicaceae
SACA6,SACAT3,Salix cascadensis Cockerell var. thompsonii Brayshaw,rubber rabbitbrush,Salicaceae
SACA6,SATE6,Salix tenera Andersson,rubber rabbitbrush,Salicaceae
SACAC,ABAB3,Sagittaria calycina Engelm. var. calycina,hooded arrowhead,Alismataceae
SACAC,LOCA11,Lophotocarpus californicus J.G. Sm.,rubber rabbitbrush,Alismataceae
SACAC,LOCA12,Lophotocarpus calycinus (Engelm.) J.G. Sm.,rubber rabbitbrush,Alismataceae
SACAC,LODE3,Lophotocarpus depauperatus J.G. Sm.,rubber rabbitbrush,Alismataceae
SACAC,SAMOC2,Sagittaria montevidensis Cham. & Schltdl. ssp. calycina (Engelm.) Bogin,rubber rabbitbrush,Alismataceae
SACAD2,ABAB3,Saxifraga caespitosa L. ssp. delicatula (Small) A.E. Porsild,tufted alpine saxifrage,Saxifragaceae
SACAD2,MUDE4,Muscaria delicatula Small,rubber rabbitbrush,Saxifragaceae
SACAD2,SACED,"Saxifraga cespitosa L. ssp. delicatula (Small) A.E. Porsild, orth. var.",rubber rabbitbrush,Saxifragaceae
SACAM2,ABAB3,Saxifraga caespitosa L. ssp. monticola (Small) A.E. Porsild,tufted alpine saxifrage,Saxifragaceae
SACAM2,MUMI3,Muscaria micropetala Small,rubber rabbitbrush,Saxifragaceae
SACAM2,MUMO3,Muscaria monticola Small,rubber rabbitbrush,Saxifragaceae
SACAM2,SACAM3,Saxifraga caespitosa L. var. minima Blank.,rubber rabbitbrush,Saxifragaceae
SACAM2,SACEM2,"Saxifraga cespitosa L. ssp. monticola (Small) A.E. Porsild, orth. var.",rubber rabbitbrush,Saxifragaceae
SACAM2,SACEM,"Saxifraga cespitosa L. var. minima Blank., orth. var.",rubber rabbitbrush,Saxifragaceae
SACAM2,SAMI19,Saxifraga micropetala (Small) Fedde,rubber rabbitbrush,Saxifragaceae
SACAM2,SAMO11,Saxifraga monticola (Small) Á. Löve & D. Löve,rubber rabbitbrush,Saxifragaceae
SACCH,ABAB3,Saccharum L.,sugarcane,Poaceae
SACE2,ABAB3,Saxifraga cernua L.,nodding saxifrage,Saxifragaceae
SACE2,SACEE4,Saxifraga cernua L. var. exilioides Polunin,rubber rabbitbrush,Saxifragaceae
SACH4,ABAB3,Saxifraga chrysantha A. Gray,goldbloom saxifrage,Saxifragaceae
SACH4,HISEC,Hirculus serpyllifolius (Pursh) W.A. Weber ssp. chrysanthus (A. Gray) W.A. Weber,rubber rabbitbrush,Saxifragaceae
SACH4,SASEC,Saxifraga serpyllifolia Pursh ssp. chrysantha (A. Gray) W.A. Weber,rubber rabbitbrush,Saxifragaceae
SACH4,SASEC2,Saxifraga serpyllifolia Pursh var. chrysantha (A. Gray) Dorn,rubber rabbitbrush,Saxifragaceae
SACO8,ABAB3,Salsola collina Pall.,slender Russian thistle,Chenopodiaceae
SACU,ABAB3,Sagittaria cuneata Sheldon,arumleaf arrowhead,Alismataceae
SACU,SAAR26,Sagittaria arifolia Nutt. ex J.G. Sm.,rubber rabbitbrush,Alismataceae
SADI,ABAB3,Salix discolor Muhl.,pussy willow,Salicaceae
SADI,SAAN7,Salix ancorifera Fernald,rubber rabbitbrush,Salicaceae
SADI,SACO17,Salix conformis Forbes,rubber rabbitbrush,Salicaceae
SADI,SACR6,Salix crassa Barratt,rubber rabbitbrush,Salicaceae
SADI,SADIO,Salix discolor Muhl. var. overi C.R. Ball,rubber rabbitbrush,Salicaceae
SADI,SADIP,Salix discolor Muhl. var. prinoides (Pursh) Andersson,rubber rabbitbrush,Salicaceae
SADI,SADIR,Salix discolor Muhl. var. rigidior (Andersson) C.K. Schneid.,rubber rabbitbrush,Salicaceae
SADI,SAFU5,Salix fuscata Pursh,rubber rabbitbrush,Salicaceae
SADI,SAPR8,Salix prinoides Pursh,rubber rabbitbrush,Salicaceae
SADI,SASE11,Salix sensitiva Barratt,rubber rabbitbrush,Salicaceae
SADI,SASQ2,Salix squamata Rydb.,rubber rabbitbrush,Salicaceae
SADR,ABAB3,Salix drummondiana Barratt ex Hook.,Drummond's willow,Salicaceae
SADR,SABE6,Salix bella Piper,rubber rabbitbrush,Salicaceae
SADR,SACO15,Salix covillei Eastw.,rubber rabbitbrush,Salicaceae
SADR,SADRS,Salix drummondiana Barratt ex Hook. ssp. subcaerulea (Piper) A.E. Murray,rubber rabbitbrush,Salicaceae
SADR,SADRB,Salix drummondiana Barratt ex Hook. var. bella (Piper) C.R. Ball,rubber rabbitbrush,Salicaceae
SADR,SADRS2,Salix drummondiana Barratt ex Hook. var. subcaerulea (Piper) C.R. Ball,rubber rabbitbrush,Salicaceae
SADR,SAPA25,Salix pachnophora Rydb.,rubber rabbitbrush,Salicaceae
SADR,SASU9,Salix subcaerulea Piper,rubber rabbitbrush,Salicaceae
SAER,ABAB3,Salix eriocephala Michx.,Missouri River willow,Salicaceae
SAER,SAAC3,Salix acutidens Rydb.,rubber rabbitbrush,Salicaceae
SAER,SAAN9,Salix angustata Pursh,rubber rabbitbrush,Salicaceae
SAER,SACO24,"Salix cordata Muhl., non Michx., nom. illeg.",rubber rabbitbrush,Salicaceae
SAER,SACOR,Salix cordata Muhl. ssp. rigida (Muhl.) Andersson,rubber rabbitbrush,Salicaceae
SAER,SACOA,Salix cordata Michx. var. abrasa Fernald,rubber rabbitbrush,Salicaceae
SAER,SACOA3,Salix cordata Muhl. var. angustata (Pursh) Andersson,rubber rabbitbrush,Salicaceae
SAER,SACOM6,Salix cordata Muhl. var. missouriensis (Bebb) Mack. & Bush,rubber rabbitbrush,Salicaceae
SAER,SACOR2,Salix cordata Michx. var. rigida (Muhl.) B. Boivin,rubber rabbitbrush,Salicaceae
SAER,SACOR3,"Salix cordata Muhl. var. rigida (Muhl.) Andersson, nom. illeg.",rubber rabbitbrush,Salicaceae
SAER,SACOR5,Salix cordata Muhl. var. rigida (Muhl.) Carey,rubber rabbitbrush,Salicaceae
SAER,SACOV,"Salix cordata Muhl. var. vestita (Andersson) Bebb, nom. dub.",rubber rabbitbrush,Salicaceae
SAER,SADIE,Salix discolor Muhl. var. eriocephala (Michx.) Andersson,rubber rabbitbrush,Salicaceae
SAER,SAMI13,Salix missouriensis Bebb,rubber rabbitbrush,Salicaceae
SAER,SAMYA2,Salix myricoides Muhl. var. angustata (Pursh) Dippel,rubber rabbitbrush,Salicaceae
SAER,SAMYC3,Salix myricoides Muhl. var. cordata (Muhl.) Dippel,rubber rabbitbrush,Salicaceae
SAER,SAMYR,Salix myricoides Muhl. var. rigida (Muhl.) Dippel,rubber rabbitbrush,Salicaceae
SAER,SARI2,Salix rigida Muhl.,rubber rabbitbrush,Salicaceae
SAER,SARIA,Salix rigida Muhl. var. angustata (Pursh) Fernald,rubber rabbitbrush,Salicaceae
SAER,SARIV,Salix rigida Muhl. var. vestita (Andersson) C.R. Ball,rubber rabbitbrush,Salicaceae
SAER,SATO4,Salix torreyana Barratt,rubber rabbitbrush,Salicaceae
SAEX,ABAB3,Salix exigua Nutt.,narrowleaf willow,Salicaceae
SAEX,SAAR18,Salix argophylla Nutt.,rubber rabbitbrush,Salicaceae
SAEX,SACO7,Salix columbiana (Dorn) Argus,rubber rabbitbrush,Salicaceae
SAEX,SAEXA,Salix exigua Nutt. var. angustissima (Andersson) Reveal & Broome,rubber rabbitbrush,Salicaceae
SAEX,SAEXC,Salix exigua Nutt. var. columbiana Dorn,rubber rabbitbrush,Salicaceae
SAEX,SAEXH,Salix exigua Nutt. var. hindsiana (Benth.) Dorn,rubber rabbitbrush,Salicaceae
SAEX,SAEXL,Salix exigua Nutt. var. luteosericea (Rydb.) C.K. Schneid.,rubber rabbitbrush,Salicaceae
SAEX,SAEXN,Salix exigua Nutt. var. nevadensis (S. Watson) C.K. Schneid.,rubber rabbitbrush,Salicaceae
SAEX,SAEXP,Salix exigua Nutt. var. parishiana (Rowlee) Jeps.,rubber rabbitbrush,Salicaceae
SAEX,SAEXS,Salix exigua Nutt. var. stenophylla (Rydb.) C.K. Schneid.,rubber rabbitbrush,Salicaceae
SAEX,SAEXV,Salix exigua Nutt. var. virens Rowlee,rubber rabbitbrush,Salicaceae
SAEX,SAFLA,Salix fluviatilis Nutt. var. argophylla (Nutt.) Sarg.,rubber rabbitbrush,Salicaceae
SAEX,SAHI9,Salix hindsiana Benth.,rubber rabbitbrush,Salicaceae
SAEX,SAHIL,Salix hindsiana Benth. var. leucodendroides (Rowlee) C.R. Ball,rubber rabbitbrush,Salicaceae
SAEX,SAHIP3,Salix hindsiana Benth. var. parishiana (Rowlee) C.R. Ball,rubber rabbitbrush,Salicaceae
SAEX,SAHIT,Salix hindsiana Benth. var. tenuifolia (Andersson) Andersson,rubber rabbitbrush,Salicaceae
SAEX,SAINA,Salix interior Rowlee var. angustissima (Andersson) Dayton,rubber rabbitbrush,Salicaceae
SAEX,SAINL,Salix interior Rowlee var. luteosericea (Rydb.) C.K. Schneid.,rubber rabbitbrush,Salicaceae
SAEX,SALI2,Salix linearifolia Rydb.,rubber rabbitbrush,Salicaceae
SAEX,SALOA3,Salix longifolia Muhl. var. argophylla (Nutt.) Andersson,rubber rabbitbrush,Salicaceae
SAEX,SALOE,Salix longifolia Muhl. var. exigua (Nutt.) Bebb,rubber rabbitbrush,Salicaceae
SAEX,SALOO,Salix longifolia Muhl. var. opaca Andersson,rubber rabbitbrush,Salicaceae
SAEX,SALU3,Salix luteosericea Rydb.,rubber rabbitbrush,Salicaceae
SAEX,SAMAL,Salix macrostachya Nutt. var. leucodendroides Rowlee,rubber rabbitbrush,Salicaceae
SAEX,SAMA18,Salix malacophylla Nutt. ex C.R. Ball,rubber rabbitbrush,Salicaceae
SAEX,SANE6,Salix nevadensis S. Watson,rubber rabbitbrush,Salicaceae
SAEX,SAPA16,Salix parishiana Rowlee,rubber rabbitbrush,Salicaceae
SAEX,SASEH2,Salix sessilifolia Nutt. ssp. hindsiana (Benth.) Andersson,rubber rabbitbrush,Salicaceae
SAEX,SASEH,Salix sessilifolia Nutt. var. hindsiana (Benth.) Andersson,rubber rabbitbrush,Salicaceae
SAEX,SASEL,Salix sessilifolia Nutt. var. leucodendroides (Rowlee) C.K. Schneid.,rubber rabbitbrush,Salicaceae
SAEX,SAST12,Salix stenophylla Rydb.,rubber rabbitbrush,Salicaceae
SAEX,SATH3,Salix thurberi Rowlee,rubber rabbitbrush,Salicaceae
SAFL6,ABAB3,Saxifraga flagellaris Willd. ex Sternb.,whiplash saxifrage,Saxifragaceae
SAFLC,ABAB3,Saxifraga flagellaris Willd. ex Sternb. ssp. crandallii (Gandog.) Hultén,Crandall's saxifrage,Saxifragaceae
SAFLC,HIPLC,Hirculus platysepalus (Trautv.) W.A. Weber ssp. crandallii (Gandog.) W.A. Weber,rubber rabbitbrush,Saxifragaceae
SAFLC,SACR8,Saxifraga crandallii Gandog.,rubber rabbitbrush,Saxifragaceae
SAFLC,SAFLC3,Saxifraga flagellaris Willd. ex Sternb. var. crandallii (Gandog.) Dorn,rubber rabbitbrush,Saxifragaceae
SAFO4,ABAB3,Saxifraga foliolosa R. Br.,leafystem saxifrage,Saxifragaceae
SAFO4,HYFO2,Hydatica foliolosa (R. Br.) Small,rubber rabbitbrush,Saxifragaceae
SAFO4,MIFO2,Micranthes foliolosa (R. Br.) Gornall,rubber rabbitbrush,Saxifragaceae
SAFO4,SASTC,Saxifraga stellaris L. var. comosa Poir.,rubber rabbitbrush,Saxifragaceae
SAFO4,SPFO3,Spatularia foliolosa (R. Br.) Small,rubber rabbitbrush,Saxifragaceae
SAFR,ABAB3,Salix fragilis L.,crack willow,Salicaceae
SAGE2,ABAB3,Salix geyeriana Andersson,Geyer willow,Salicaceae
SAGE2,SAGEA,Salix geyeriana Andersson ssp. argentea (Bebb) A.E. Murray,rubber rabbitbrush,Salicaceae
SAGE2,SAGEA2,Salix geyeriana Andersson var. argentea (Bebb) C.K. Schneid.,rubber rabbitbrush,Salicaceae
SAGE2,SAGEM,Salix geyeriana Andersson var. meleina J.K. Henry,rubber rabbitbrush,Salicaceae
SAGE2,SAMA15,Salix macrocarpa Nutt.,rubber rabbitbrush,Salicaceae
SAGE2,SAMAA,Salix macrocarpa Nutt. var. argentea Bebb,rubber rabbitbrush,Salicaceae
SAGE2,SAME11,Salix meleina (J.K. Henry) G.N. Jones,rubber rabbitbrush,Salicaceae
SAGIN,ABAB3,Sagina L.,pearlwort,Caryophyllaceae
SAGIT,ABAB3,Sagittaria L.,arrowhead,Alismataceae
SAGL,ABAB3,Salix glauca L.,grayleaf willow,Salicaceae
SAGL3,ABAB3,Salix ×glatfelteri C.K. Schneid. [amygdaloides × nigra],hybrid willow,Salicaceae
SAGLG,ABAB3,Salix glauca L. ssp. glauca,grayleaf willow,Salicaceae
SAGLV,ABAB3,Salix glauca L. ssp. glauca var. villosa (D. Don ex Hook.) Andersson,grayleaf willow,Salicaceae
SAGLV,SAARS,Salix arctica Pall. var. subcordata (Andersson) C.K. Schneid.,rubber rabbitbrush,Salicaceae
SAGLV,SADE7,Salix desertorum Richardson,rubber rabbitbrush,Salicaceae
SAGLV,SADEE,Salix desertorum Richardson var. elata Andersson,rubber rabbitbrush,Salicaceae
SAGLV,SAGLD,Salix glauca L. ssp. desertorum (Richardson) Hultén,rubber rabbitbrush,Salicaceae
SAGLV,SAGLG3,Salix glauca L. ssp. glabrescens (Andersson) Hultén,rubber rabbitbrush,Salicaceae
SAGLV,SAGLG5,Salix glauca L. var. glabrescens (Andersson) C.K. Schneid.,rubber rabbitbrush,Salicaceae
SAGLV,SAGLK,Salix glauca L. var. kenosha (L. Kelso) L. Kelso,rubber rabbitbrush,Salicaceae
SAGLV,SAGLP2,Salix glauca L. var. pseudolapponum (Seemen) L. Kelso,rubber rabbitbrush,Salicaceae
SAGLV,SAGLS3,Salix glauca L. var. sericea Hultén,rubber rabbitbrush,Salicaceae
SAGLV,SAGLS4,Salix glauca L. var. subincurva (E.H. Kelso) L. Kelso,rubber rabbitbrush,Salicaceae
SAGLV,SAGL10,Salix glaucops Andersson,rubber rabbitbrush,Salicaceae
SAGLV,SAGLG4,Salix glaucops Andersson var. glabrescens Andersson,rubber rabbitbrush,Salicaceae
SAGLV,SAGLV2,Salix glaucops Andersson var. villosa (D. Don ex Hook.) Andersson,rubber rabbitbrush,Salicaceae
SAGLV,SANU7,Salix nudescens Rydb.,rubber rabbitbrush,Salicaceae
SAGLV,SAPS4,Salix pseudolapponum Seemen,rubber rabbitbrush,Salicaceae
SAGLV,SAPSK,Salix pseudolapponum Seemen var. kenosha L. Kelso,rubber rabbitbrush,Salicaceae
SAGLV,SAPSS,Salix pseudolapponum Seemen var. subincurva E.H. Kelso,rubber rabbitbrush,Salicaceae
SAGLV,SASU10,Salix subcordata Andersson,rubber rabbitbrush,Salicaceae
SAGLV,SAVI10,Salix villosa D. Don ex Hook.,rubber rabbitbrush,Salicaceae
SAGLV,SAWOP,Salix wolfii Bebb var. pseudolapponum (Seemen) M.E. Jones,rubber rabbitbrush,Salicaceae
SAGLV,SAWY,Salix wyomingensis Rydb.,rubber rabbitbrush,Salicaceae
SAGO,ABAB3,Salix gooddingii C.R. Ball,Goodding's willow,Salicaceae
SAGO,SAGOV3,Salix gooddingii C.R. Ball var. vallicola (Dudley) C.R. Ball,rubber rabbitbrush,Salicaceae
SAGO,SAGOV,Salix gooddingii C.R. Ball var. variabilis C.R. Ball,rubber rabbitbrush,Salicaceae
SAGO,SANIV,Salix nigra Marshall var. vallicola Dudley,rubber rabbitbrush,Salicaceae
SAGO,SAVA6,Salix vallicola (Dudley) Britton & Shafer,rubber rabbitbrush,Salicaceae
SAGR,ABAB3,Sagittaria graminea Michx.,grassy arrowhead,Alismataceae
SAGRG,ABAB3,Sagittaria graminea Michx. var. graminea,grassy arrowhead,Alismataceae
SAGRG,SACY5,Sagittaria cycloptera (J.G. Sm.) C. Mohr,rubber rabbitbrush,Alismataceae
SAGRG,SAEA3,Sagittaria eatonii J.G. Sm.,rubber rabbitbrush,Alismataceae
SAHI3,ABAB3,Saxifraga hirculus L.,yellow marsh saxifrage,Saxifragaceae
